"","FID","fldCruiseName","fldPrimeStation","fldGearCode","fldShotDepth","fldHaulDepth","fldCruiseStationNumber","HaulCnt","Gear_Type","SweepLngt","fldICESRectangle","fldValidityCode","fldDateTimeShot","TowDurationMin","fldShotLatDecimalDegrees","fldShotLonDecimalDegrees","fldHaulLatDecimalDegrees","fldHaulLonDecimalDegrees","fldStratum","DoorSpread","fldWingSpread","fldHeadlineHeight","Dist_Nmi","Dist_Km","AreaKmSq","ObsVal","SweepAngle","Warp","Heave_m","Pitch_deg","Roll_deg","WindSpeed_Kts","fldGearDamage","fldStationComment","LoadDate"
"970",970,"IGFS2008","FG9",101010101,54.5,48.4,120,1,"Groundgear_A","Short","31E0","V",2008-11-11 09:45:07,30,51.446,-9.69,51.458,-9.64,"VIIjCoast",82.5,22.3,4.8,2.00684266973833,3.72327025925479,0.30716979638852,"Y",23.6085289882481,"275",2.06,8.9,15.9,19,"Nil
",NA,2018-03-13 00:40:05
"971",971,"IGFS2008","FG10",101010101,106.2,111.9,121,1,"Groundgear_A","Long","31E0","V",2008-11-11 11:59:07,30,51.262,-9.788,51.237,-9.821,"VIIjMedium",106,20.3,4.7,1.94671908553525,3.61172372084463,0.38284271440953,"Y",19.5994810996481,"425",4.32,8.9,15.9,20,"Nil
",NA,2018-03-13 00:40:05
"972",972,"IGFS2008","MB20",101010101,122.1,126,122,1,"Groundgear_A","Long","31E0","V",2008-11-11 14:04:07,30,51.132,-9.594,51.098,-9.593,"VIIjMedium",108,21.7,4.6,2.03912565048912,3.7831644721505,0.408581762992254,"Y",19.9848799707224,"480",4.55,7.8,21.1,14,"Nil
","Not sure why the tide figure is so high. Sodena settings ok though.
",2018-03-13 00:40:05
"973",973,"IGFS2008","FG179",101010101,88.1,88.3,123,1,"Groundgear_A","Long","31E1","V",2008-11-12 07:21:07,30,51.44,-8.938,51.44,-8.885,"VIIgCoast",107,19.2,4.7,1.98631091528554,3.685177950437,0.394314040696759,"Y",31.2931850292063,"370",9.1,2.4,3.4,8,"Nil
",NA,2018-03-13 00:40:05
"974",974,"IGFS2008","FG183",101010101,92.2,92.7,124,1,"Groundgear_A","Long","31E1","V",2008-11-12 09:23:07,30,51.446,-8.548,51.461,-8.501,"VIIgMedium",104,NA,4.6,1.97736784875167,3.66858599026284,0.381532942987335,"Y",19.2150031205302,"400",1.04,2.4,2.2,7,"Nil
",NA,2018-03-13 00:40:05
"975",975,"IGFS2008","FG185",101010101,98.2,97.5,125,1,"Groundgear_A","Long","31E1","V",2008-11-14 07:27:07,30,51.325,-8.579,51.308,-8.533,"VIIgMedium",106,18.9,4.6,2.00682041740155,3.72322897477096,0.394662271325722,"Y",19.5994810996481,"385",0.99,4.5,5.4,15,"Nil
",NA,2018-03-13 00:40:05
"976",976,"IGFS2008","FG184",101010101,103.9,104.6,126,1,"Groundgear_A","Long","31E1","A",2008-11-14 09:55:07,30,51.142,-8.176,51.145,-8.125,"VIIgMedium",103,19.1,4.4,1.9320984998452,3.58459832995399,0.369213627985261,"Y",19.0231020228998,"395",0.65,3,2,17,"Nil
",NA,2018-03-13 00:40:05
"977",977,"IGFS2008","FG181",101010101,107.4,109,127,1,"Groundgear_A","Long","31E1","V",2008-11-14 12:51:07,30,51.091,-8.611,51.073,-8.655,"VIIgMedium",111,19.7,4.6,1.98161705959896,3.67646949832831,0.408088114314442,"Y",20.5647580467302,"405",1.46,4.8,3.9,1.4,"Nil
",NA,2018-03-13 00:40:05
"978",978,"IGFS2008","FG180",101010101,110.6,111.9,128,1,"Groundgear_A","Long","31E1","V",2008-11-14 15:03:07,30,51.186,-8.854,51.176,-8.904,"VIIgMedium",109,19,4.4,1.97756311624653,3.6689482676188,0.399915361170449,"Y",20.1779322895175,"410",1.92,6.4,6.3,18,"Nil
",NA,2018-03-13 00:40:05
"979",979,"IGFS2008","FG158",101010101,365,364.5,129,1,"Groundgear_A","Long","31D8","V",2008-11-15 07:38:07,30,51.283,-11.475,51.25,-11.464,"VIIjSlope",127,22.7,4.2,2.02166848919641,3.7507764178041,0.476348605061121,"Y",23.6969312997611,"1150",3.85,7.9,16.5,17,"Nil
",NA,2018-03-13 00:40:05
"980",980,"IGFS2008","FG125",101010101,403.4,340.4,130,1,"Groundgear_A","Long","31D8","V",2008-11-15 09:45:07,30,51.108,-11.415,51.085,-11.378,"VIIjSlope",127,22.7,4.3,1.96312053398357,3.64215312427378,0.46255344678277,"Y",23.6969312997611,"1150",3.85,7.9,16.5,14,"Sloping contour - warp adjusted",NA,2018-03-13 00:40:05
"981",981,"IGFS2008","FG159",101010101,184.8,185,131,1,"Groundgear_A","Long","31D8","V",2008-11-15 12:04:07,29,51.09,-11.071,51.058,-11.072,"VIIjDeep",116,20.1,4.7,1.91920658164413,3.56068011436759,0.41303889326664,"Y",21.5361758353133,"610",4.55,6.8,16.8,18,"Nil
",NA,2018-03-13 00:40:05
"982",982,"IGFS2008","FG124",101010101,245,235.4,132,1,"Groundgear_A","Long","30D8","V",2008-11-15 14:12:07,30,50.883,-11.11,50.85,-11.106,"VIIjSlope",124,22.4,4.4,1.98454034197471,3.6818930277824,0.456554735445017,"Y",23.1042324731245,"760",4.09,6.1,13.5,17,"Nil
",NA,2018-03-13 00:40:05
"983",983,"IGFS2008","FG6",101010101,178.1,174,133,1,"Groundgear_A","Long","30D9","V",2008-11-15 15:55:07,30,50.846,-10.884,50.845,-10.832,"VIIjDeep",114,20.5,NA,1.97493796926417,3.66407786505412,0.417704876616169,"Y",21.1468464514501,"580",2.19,6.3,9.5,13,"Trawlsounder died - needs charging",NA,2018-03-13 00:40:05
"984",984,"IGFS2008","81",101010101,263.8,257.4,134,1,"Groundgear_A","Long","30D8","V",2008-11-16 07:36:07,30,50.743,-11.047,50.716,-11.022,"VIIjSlope",115,19.3,4.4,1.87778387831943,3.48382908779115,0.400640345095982,"Y",21.3413819366318,"795",2.66,4.6,8.2,8,"Nil
",NA,2018-03-13 00:40:05
"985",985,"IGFS2008","FG62",101010101,260.7,259.6,135,1,"Groundgear_A","Long","30D9","V",2008-11-16 09:40:07,30,50.543,-10.922,50.514,-10.898,"VIIjSlope",117,28.4,4.3,1.96588513076691,3.64728224632079,0.426732022819533,"Y",21.7312314406437,"920",2.02,4.3,10.4,8,"Nil
",NA,2018-03-13 00:40:05
"986",986,"IGFS2008","FG61",101010101,240,244.1,136,1,"Groundgear_A","Long","29D9","V",2008-11-16 11:34:07,30,50.381,-10.862,50.352,-10.886,"VIIjSlope",117,21.1,NA,1.96730776918238,3.64992164968902,0.427040833013616,"Y",21.7312314406437,"730",2.67,6.2,8.4,8,"Nil
",NA,2018-03-13 00:40:05
"987",987,"IGFS2008","FG64",101010101,505.5,502.1,137,1,"Groundgear_A","Long","29D8","V",2008-11-16 13:39:07,30,50.272,-11.095,50.241,-11.112,"VIIjSlope",128,22.3,4.3,1.97013186749703,3.65516116418744,0.467860629015993,"Y",23.8950933494757,"1505",2.24,4.7,7.3,6,"Nil
",NA,2018-03-13 00:40:05
"988",988,"IGFS2008","FG30",101010101,161.3,163.9,138,1,"Groundgear_A","Long","29D9","V",2008-11-17 07:37:07,31,50.35,-10.554,50.378,-10.583,"VIIjDeep",111,20.3,4.6,2.01376674346911,3.73611640717831,0.414708921196792,"Y",20.5647580467302,"540",2.92,6.6,5.8,18,"Nil
",NA,2018-03-13 00:40:05
"989",989,"IGFS2008","FG63",101010101,171.4,168.5,139,1,"Groundgear_A","Long","30D9","V",2008-11-17 09:56:07,31,50.576,-10.662,50.58,-10.61,"VIIjDeep",116,20.1,4.4,1.99972812544164,3.71007073365796,0.430368205104323,"Y",21.5361758353133,"580",2.08,6.4,5.5,20,"Nil
",NA,2018-03-13 00:40:05
"990",990,"IGFS2008","FG54",101010101,145.1,141.1,140,1,"Groundgear_A","Long","30D9","V",2008-11-17 12:59:07,30,50.512,-10.067,50.5,-10.019,"VIIjMedium",115,20.4,4.7,1.97135937365196,3.65743854109825,0.420605432226299,"Y",21.3413819366318,"520",2.19,8.1,8.5,20,"Nil
",NA,2018-03-13 00:40:05
"991",991,"IGFS2008","FG161",101010101,127.5,128.4,141,1,"Groundgear_A","Long","29E0","V",2008-11-17 15:26:07,30,50.346,-9.76,50.36,-9.712,"VIIjDeep",114,20.6,4.6,2.02359513794635,3.7543509052808,0.427996003202011,"Y",21.1468464514501,"470",2.01,5,9,23,"Nil
",NA,2018-03-13 00:40:05
"992",992,"IGFS2008","FG55",101010101,129.7,130.2,142,1,"Groundgear_A","Long","30E0","V",2008-11-18 07:32:07,31,50.58,-9.505,50.602,-9.465,"VIIjMedium",111,20.1,4.4,2.0176463747197,3.74331423881205,0.415507880508138,"Y",20.5647580467302,"455",3.68,6.5,18.8,18,"Nil
",NA,2018-03-13 00:40:05
"993",993,"IGFS2008","CC306",101010101,123.6,125.3,143,1,"Groundgear_A","Long","30E1","V",2008-11-18 10:28:07,30,50.623,-8.908,50.601,-8.871,"VIIgMedium",109,20,4.6,1.93199673677709,3.58440953019869,0.390700638791657,"Y",20.1779322895175,"450",2.83,8.9,7,17,"Nil
",NA,2018-03-13 00:40:05
"994",994,"IGFS2008","FG12",101010101,122.8,122,144,1,"Groundgear_A","Long","30E1","V",2008-11-18 12:28:07,30,50.558,-8.614,50.589,-8.595,"VIIgMedium",111,21.4,4.6,1.99527076856015,3.70180105484257,0.410899917087526,"Y",20.5647580467302,"445",3.15,6.4,12.1,19,"Nil
",NA,2018-03-13 00:40:05
"995",995,"IGFS2008","FG14",101010101,124,124.6,145,1,"Groundgear_A","Long","30E1","V",2008-11-18 14:53:07,31,50.624,-8.242,50.642,-8.202,"VIIgMedium",111,20.3,4.6,1.86857202420575,3.46673844936131,0.384807967879106,"Y",20.5647580467302,"445",1.93,4.8,8.6,20,"Nil
",NA,2018-03-13 00:40:05
"996",996,"IGFS2008","FG133",101010101,122.8,121.6,146,1,"Groundgear_A","Long","30E1","V",2008-11-19 08:24:07,30,50.52,-8.062,50.536,-8.02,"VIIgMedium",117,21.1,NA,1.87002334829081,3.46943107289575,0.405923435528803,"Y",21.7312314406437,"440",1.65,5,7.9,15,"Changed all sensor ID's to solve Pescawin problem, but having TEY problems now. All readings half normal i.e. 2m headline.",NA,2018-03-13 00:40:05
"997",997,"IGFS2008","FG53",101010101,113.2,111.8,147,1,"Groundgear_A","Long","30E2","V",2008-11-19 10:19:07,30,50.701,-7.889,50.72,-7.85,"VIIgMedium",111,19.7,4.4,1.87148582755723,3.47214439249949,0.385408027567444,"Y",20.5647580467302,"415",1.62,3.8,7.2,0.3,"Nil
",NA,2018-03-13 00:40:05
"998",998,"IGFS2008","MB30",101010101,110.9,112.4,148,1,"Groundgear_A","Long","30E2","V",2008-11-19 12:15:07,30,50.638,-7.613,50.606,-7.602,"VIIgMedium",116,20.8,4.6,1.96402552088598,3.64383213522446,0.422684527686037,"Y",21.5361758353133,"415",1.55,4,8,16,"Nil
",NA,2018-03-13 00:40:05
"999",999,"IGFS2008","CC307",101010101,107.1,105.9,149,1,"Groundgear_A","Long","30E2","V",2008-11-19 14:16:07,30,50.65,-7.34,50.646,-7.289,"VIIgMedium",108,18.9,4.4,1.95896494097485,3.6344433042205,0.392519876855814,"Y",19.9848799707224,"410",1.31,4.5,3,18,"Still having TEY problems so am reverting to old sensor ID's.
",NA,2018-03-13 00:40:05
"1000",1000,"IGFS2008","110",101010101,77.3,79.1,150,1,"Groundgear_A","Short","32E3","V",2008-11-20 07:29:07,31,51.61,-6.518,51.579,-6.498,"VIIgCoast",78.5,19.4,4.8,2.00351141332614,3.71708982064219,0.291791550920412,"Y",22.399850326711,"340",1.38,3.2,5.1,18,"Nil
",NA,2018-03-13 00:40:05
"1001",1001,"IGFS2008","FG139",101010101,77.3,79.1,151,1,"Groundgear_A","Long","32E3","V",2008-11-20 09:27:07,30,51.585,-6.209,51.617,-6.189,"VIIgMedium",110,20.2,4.7,2.059240681364,3.82048363889424,0.420253200278366,"Y",20.3712239480185,"430",0.92,3.9,3.2,14,"Nil
",NA,2018-03-13 00:40:05
"1002",1002,"IGFS2008","FG48",101010101,103.6,100.9,152,1,"Groundgear_A","Long","31E3","V",2008-11-20 11:50:07,30,51.4,-6.015,51.367,-6.012,"VIIgMedium",108,NA,4.3,1.98210285740252,3.67737079295457,0.397156045639094,"Y",19.9848799707224,"410",1.35,3.2,3.2,16,"Nil
",NA,2018-03-13 00:40:05
"1003",1003,"IGFS2008","112",101010101,111.2,108.3,153,1,"Groundgear_A","Long","31E3","V",2008-11-20 14:30:07,30,51.218,-6.337,51.25,-6.333,"VIIgMedium",105,24.9,NA,1.92478696524812,3.57103333070152,0.37495849972366,"Y",19.4071284940789,"415",1.51,2.7,3.5,21,"Trawl sounder died from start of tow.",NA,2018-03-13 00:40:05
"1004",1004,"IGFS2008","FG40",101010101,84.7,86,154,1,"Groundgear_A","Long","31E3","V",2008-11-20 16:58:07,30,51.365,-6.675,51.365,-6.727,"VIIgMedium",106,23.1,4.5,1.95202348912332,3.62156491488556,0.38388588097787,"Y",19.5994810996481,"345",0.84,3.1,2.6,25,"Nil
",NA,2018-03-13 00:40:05
"1005",1005,"IGFS2008","CC425",101010101,136.1,136.2,155,1,"Groundgear_A","Long","29E0","C",2008-11-21 12:52:07,29,50.138,-9.712,50.135,-9.662,"VIIjDeep",112,21.7,NA,1.93510129210704,3.59016937311138,0.402098969788475,"Y",20.7585377167374,"385",2.96,7.1,12.4,24,"Nil
",NA,2018-03-13 00:40:05
"1006",1006,"IGFS2008","CC425",101010101,142.5,146.2,156,1,"Groundgear_A","Long","29E0","A",2008-11-20 12:52:07,29,50.138,-9.712,50.135,-9.662,"VIIjDeep",117,21,4.8,1.93510129210704,3.59016937311138,0.420049816654032,"Y",21.7312314406437,"510",2.9,9.3,4,18,"Nil
",NA,2018-03-13 00:40:05
"1007",1007,"IGFS2008","CC436",101010101,123.8,123.6,157,1,"Groundgear_A","Long","30E0","C",2008-11-22 10:45:07,30,50.746,-9.944,50.753,-9.892,"VIIjDeep",113,20.6,4.8,2.02211528492554,3.7516053523665,0.423931404817415,"Y",20.9525661202979,"450",3.05,7.1,10.3,21,"Nil
",NA,2018-03-13 00:40:05
"1008",1008,"IGFS2008","CC437",101010101,128.5,126.1,158,1,"Groundgear_A","Long","30E0","C",2008-11-22 13:49:07,30,50.752,-9.267,50.756,-9.215,"VIIjMedium",114,NA,4.8,1.99237484816034,3.69642828972233,0.421392825028346,"Y",21.1468464514501,"455",1.92,5.8,8.8,21,"Nil
",NA,2018-03-13 00:40:05
"1009",1009,"IGFS2008","CC431",101010101,128.6,133.4,159,1,"Groundgear_A","Long","29E0","C",2008-11-22 16:30:07,30,50.469,-9.36,50.436,-9.361,"VIIjDeep",112,20.3,4.8,1.9789565991443,3.67153357911744,0.411211760861153,"Y",20.7585377167374,"455",2.37,7,9,19,"Nil
",NA,2018-03-13 00:40:05
"1010",1010,"IGFS2008","CC330",101010101,105.2,103.5,160,1,"Groundgear_A","Long","31E1","A",2008-11-23 07:50:07,31,51.187,-8.569,51.209,-8.527,"VIIgMedium",110,20.3,4.7,2.06015266562223,3.8221756319522,0.420439319514742,"Y",20.3712239480185,"400",1.63,6.3,4.7,24,"Nil
",NA,2018-03-13 00:40:05
"1011",1011,"IGFS2008","54A",101010101,89.7,88.9,161,1,"Groundgear_A","Long","31E1","A",2008-11-23 10:15:07,30,51.436,-8.515,51.445,-8.464,"VIIgMedium",105,20.2,4.6,1.98607250066413,3.68473562275349,0.386897240389117,"Y",19.4071284940789,"375",0.98,5.5,2.4,28,"Nil
",NA,2018-03-13 00:40:05
"1012",1012,"IGFS2008","CN205",101010101,78.2,73.6,162,1,"Groundgear_A","Long","32E1","C",2008-11-23 13:14:07,30,51.688,-8.024,51.711,-7.988,"VIIgCoast",111,21.9,4.6,1.92411213966337,3.5697813351825,0.396245728205258,"Y",32.6043641116123,"335",0.52,2.8,3.7,25,"Nil
",NA,2018-03-13 00:40:05
"1013",1013,"IGFS2008","CN204",101010101,79.7,79.7,163,1,"Groundgear_A","Short","32E2","A",2008-11-23 16:07:07,30,51.621,-7.445,51.636,-7.4,"VIIgCoast",105,19.8,NA,1.9052617320244,3.53480840820853,0.371154882861896,"Y",30.6444308663075,"350",1.95,6.5,5.4,34,"Trawlsounder giving strange readings",NA,2018-03-13 00:40:05
"1014",1014,"IGFS2008","FG46",101010101,74.8,76.3,164,1,"Groundgear_A","Short","32E2","C",2008-11-24 15:40:07,30,51.832,-7.069,51.801,-7.089,"VIIgCoast",80.8,19.4,4.6,2.00221995256123,3.71469378953847,0.300147258194708,"Y",23.0935153268889,"330",1.03,4.7,4.8,24,"Nil
",NA,2018-03-13 00:40:05
"1015",1015,"IGFS2008","CN307",101010101,85.4,83.9,165,1,"Groundgear_A","Long","31E4","C",2008-11-25 08:00:07,30,51.439,-5.789,51.406,-5.775,"VIIgMedium",101,18.7,4.8,2.04734402312301,3.79841191674027,0.383639603590767,"Y",18.6399609667718,"350",1.64,6.3,6.3,19,"Nil
",NA,2018-03-13 00:40:05
"1016",1016,"IGFS2008","CN203",101010101,66.2,67.9,166,1,"Groundgear_A","Short","31E4","C",2008-11-25 11:02:07,30,51.449,-5.265,51.416,-5.266,"VIIgCoast",80,20.8,4.7,1.979275197833,3.67212467130428,0.293769973704342,"Y",22.8518402928684,"300",8,3.6,2.7,17,"Nil
",NA,2018-03-13 00:40:05
"1017",1017,"IGFS2008","CN201",101010101,72.9,76.4,167,1,"Groundgear_A","Short","31E4","C",2008-11-25 13:45:07,30,51.086,-5.086,51.092,-5.137,"VIIgCoast",79.1,26.9,4.9,1.95928652470183,3.63503993451175,0.287531658819879,"Y",22.5804681511908,"335",1.11,4.3,2.9,12,"Nil
",NA,2018-03-13 00:40:05
"1018",1018,"IGFS2008","44",101010101,79.4,79.5,168,1,"Groundgear_A","Short","31E4","C",2008-11-25 16:21:07,29,51.25,-5.501,51.277,-5.529,"VIIgCoast",79.1,26.9,4.9,1.93159565009089,3.58366539905546,0.283467933065287,"Y",22.5804681511908,"335",1.11,4.3,2.9,15,"Nil
",NA,2018-03-13 00:40:05
"1019",1019,"IGFS2008","FG59",101010101,119.9,117.8,169,1,"Groundgear_A","Long","30E0","V",2008-11-26 07:50:07,30,50.977,-9.207,50.982,-9.259,"VIIjMedium",105,19.5,4.9,1.99106957833695,3.69400663884406,0.387870697078626,"Y",19.4071284940789,"420",1.01,2.9,1.9,11,"Nil
",NA,2018-03-13 00:40:05
"1020",1020,"IGFS2008","FG163",101010101,119.3,119.8,170,1,"Groundgear_A","Long","30E0","V",2008-11-26 09:58:07,30,50.836,-9.543,50.833,-9.595,"VIIjDeep",106,20.2,NA,1.98266874808693,3.67842068290711,0.389912592388154,"Y",19.5994810996481,"435",1.11,3.5,3,11,"Nil
",NA,2018-03-13 00:40:05
"1021",1021,"IGFS2008","COD5",101010101,125.8,124.3,171,1,"Groundgear_A","Long","31E0","V",2008-11-26 13:16:07,31,51.148,-9.949,51.178,-9.95,"VIIjMedium",106,19.6,4.5,1.79933019260944,3.3382749399062,0.353857143630057,"Y",19.5994810996481,"460",1.26,3.5,4,9,"Nil
",NA,2018-03-13 00:40:05
"1022",1022,"IGFS2008","FG66",101010101,133.1,131.9,172,1,"Groundgear_A","Long","31D9","V",2008-11-26 15:43:07,30,51.043,-10.233,51.009,-10.233,"VIIjDeep",110,19.6,4.6,2.03874510573108,3.78245845219124,0.416070429741036,"Y",20.3712239480185,"480",1.12,8.9,4.2,11,"Nil
",NA,2018-03-13 00:40:05
"1023",1023,"IGFS2008","FG4",101010101,166.3,166.8,173,1,"Groundgear_A","Long","31D9","V",2008-11-27 07:52:07,31,51.451,-10.789,51.478,-10.818,"VIIjDeep",117,20.1,4.4,1.94975505982517,3.61735632620625,0.423230690166131,"Y",21.7312314406437,"575",4.2,10.9,7.2,25,"Nil
",NA,2018-03-13 00:40:05
"1024",1024,"IGFS2008","42",101010101,155.5,157,174,1,"Groundgear_A","Long","32D9","V",2008-11-27 09:59:07,30,51.634,-10.809,51.662,-10.836,"VIIjDeep",122,22.6,4.4,1.95810277211981,3.63284373306086,0.443206935433425,"Y",22.7105527692059,"785",5.85,11.7,15.4,22,"Nil
",NA,2018-03-13 00:40:05
"1025",1025,"IGFS2008","FG71",101010101,254.8,256.3,175,1,"Groundgear_A","Long","32D8","V",2008-11-27 14:51:07,31,51.893,-11.527,51.926,-11.521,"VIIjSlope",122,22.6,4.6,1.99155581874857,3.69490875463556,0.450778868065538,"Y",22.7105527692059,"785",5.85,11.7,15.4,23,"Nil
",NA,2018-03-13 00:40:05
"1026",1026,"IGFS2008","70",101010101,102.6,98.2,176,1,"Groundgear_A","Long","34D9","V",2008-11-28 07:50:07,30,52.525,-10.337,52.554,-10.315,"VIIbMedium",107,NA,4.6,1.91644342335827,3.55555366114707,0.380444241742736,"Y",19.7920639211258,"405",6.03,6.8,22.2,10,"Nil
",NA,2018-03-13 00:40:05
"1027",1027,"IGFS2008","66",101010101,54.6,62.6,177,1,"Groundgear_A","Short","34E0","V",2008-11-28 11:33:07,30,52.773,-9.622,52.805,-9.608,"VIIbCoast",71.4,NA,4.9,1.9857621582147,3.68415984826475,0.263049013166103,"Y",20.2796149563358,"275",5.89,5,22.2,5,"Nil
",NA,2018-03-13 00:40:05
"1028",1028,"IGFS2009","22",101010101,125,118,1,1,"Groundgear_A","Long","37D9","V",2009-09-26 09:51:08,26,54.293,-10.352,54.304,-10.306,"VIIbMedium",107,NA,4.5,1.74393005376394,3.23549175095351,0.346197617352026,"Y",19.7920639211258,"500",2.03,5.3,11.4,13,"test tow -  Door spread 107 meters","Tesr tow",2018-03-13 00:40:05
"1029",1029,"IGFS2009","MB11",101020101,99,98,2,1,"Groundgear_D","Short","38E0","V",2009-09-26 12:49:08,30,54.502,-9.711,54.506,-9.66,"VIaMedium",90,20,4.6,1.79686736225116,3.33370568135652,0.300033511322087,"Y",16.5474992772596,"400",2.78,6.9,10.6,20,"Shoot position in VIIb but should count as VIa","Shoot position in VIIb but haul should be allocated to VIa",2018-03-13 00:40:05
"1030",1030,"IGFS2009","26",101020101,100,101,3,1,"Groundgear_D","Long","38E0","V",2009-09-26 15:12:08,30,54.774,-9.635,54.801,-9.604,"VIaMedium",99.9,21,NA,1.94421389948099,3.60707588029869,0.360346880441839,"Y",18.4296024030283,"395",3.43,5.5,19.3,23,"Nill",NA,2018-03-13 00:40:05
"1031",1031,"IGFS2009","27",101020101,94,90,4,1,"Groundgear_D","Long","39E0","V",2009-09-26 17:51:08,30,55.001,-9.423,54.968,-9.398,"VIaMedium",104,NA,4.4,2.15985943995173,4.00716037096796,0.416744678580668,"Y",19.2150031205302,"104",8.46,6.1,18.9,21,"Nill     -",NA,2018-03-13 00:40:05
"1032",1032,"IGFS2009","14",101020101,33,44,5,1,"Groundgear_D","Short","38E1","V",2009-09-27 06:41:08,30,54.584,-8.345,54.568,-8.395,"VIaCoast",79,NA,4.4,1.98968798428746,3.69144338457785,0.29162402738165,"Y",22.550348789434,"242",0.56,2.3,1.4,12,"Nill","not sure about door sensor reading. might be spurious",2018-03-13 00:40:05
"1033",1033,"IGFS2009","15",101020101,57,63,6,1,"Groundgear_D","Short","38E1","V",2009-09-27 08:11:08,30,54.519,-8.52,54.517,-8.575,"VIaCoast",80,18.9,4.5,1.9235263396328,3.56869450766753,0.285495560613402,"Y",22.8518402928684,"280",1.44,7.1,5.1,16,"Nil",NA,2018-03-13 00:40:05
"1034",1034,"IGFS2009","MB9",101020101,85,86,7,1,"Groundgear_D","Long","38E1","V",2009-09-27 10:10:08,30,54.555,-8.823,54.538,-8.868,"VIaCoast",108,20.9,NA,1.87192815486337,3.47296503685226,0.375080223980044,"Y",31.6192371192879,"366",3.5,7.1,11.7,18,"Nil",NA,2018-03-13 00:40:05
"1035",1035,"IGFS2009","MB44",101020101,70,71,8,1,"Groundgear_D","Short","38E1","V",2009-09-27 13:07:08,30,54.858,-8.83,54.872,-8.774,"VIaCoast",85,21.8,4.1,2.1122967220039,3.91891785158423,0.333108017384659,"Y",24.3696112053061,"300",3.72,7.7,11.4,20,"Hard ground at NE end of tow. Tow track too short","Hard ground at NE end of station. track too short for towing at 4knots. ",2018-03-13 00:40:05
"1036",1036,"IGFS2009","MB43",101020101,65,61,9,1,"Groundgear_D","Short","39E1","I",2009-09-27 15:22:08,27,55.066,-8.536,55.085,-8.518,"VIaCoast",89,20.9,4.4,1.29761815650934,2.40745483582438,0.214263480388369,"Y",25.5970194774954,"300",4.65,6.8,21.2,20,"Tow was too short, ger reckons there is hard ground on either side.",NA,2018-03-13 00:40:05
"1037",1037,"IGFS2009","MAR4",101020101,88,94,10,1,"Groundgear_D","Long","39E0","V",2009-09-27 18:22:08,30,55.084,-9.001,55.113,-9.013,"VIaMedium",120,21.6,4.2,1.78844235740094,3.31807487458431,0.398168984950117,"Y",22.318001947172,"380",5.45,11.2,13.4,23,"Nil
",NA,2018-03-13 00:40:05
"1038",1038,"IGFS2009","28",101020101,116,121,11,1,"Groundgear_D","Long","39E0","V",2009-09-28 06:41:08,30,55.118,-9.51,55.109,-9.56,"VIaMedium",120,20.5,4.4,1.80256834717331,3.34428264781689,0.401313917738027,"Y",22.318001947172,"420",3.22,9.7,9.9,22,"Nil
",NA,2018-03-13 00:40:05
"1039",1039,"IGFS2009","FG108",101020101,241,240,12,1,"Groundgear_D","Long","39D9","V",2009-09-28 10:09:08,30,55.075,-10.074,55.103,-10.049,"VIaDeep",120,20.9,4.2,1.88761983890225,3.50207762319527,0.420249314783433,"Y",22.318001947172,"784",4.18,7.3,24.1,20,"Nil
",NA,2018-03-13 00:40:05
"1040",1040,"IGFS2009","FG109",101020101,251,247,13,1,"Groundgear_D","Long","39E0","V",2009-09-28 12:31:08,30,55.334,-9.857,55.359,-9.823,"VIaSlope",121,22.8,4.22,1.8979504016763,3.52124378789666,0.426070498335496,"Y",22.5141380075862,"827",3.21,7,19,23,"Nil
",NA,2018-03-13 00:40:05
"1041",1041,"IGFS2009","FG110",101020101,250,241,14,1,"Groundgear_D","Long","40E0","I",2009-09-28 14:50:08,30,55.504,-9.492,55.522,-9.45,"VIaSlope",120,22.4,4.3,1.79222717130379,3.32509679277142,0.39901161513257,"Y",22.318001947172,"806",3.36,7.7,3.6,27,"Tore starboard wing 5 mins before end of tow",NA,2018-03-13 00:40:05
"1042",1042,"IGFS2009","SC545",101020101,250,132,15,1,"Groundgear_D","Long","39E0","V",2009-09-28 18:36:08,29,55.407,-9.251,55.436,-9.252,"VIaDeep",113,22.9,4.5,1.74055381219841,3.22922785194511,0.364902747269797,"Y",20.9525661202979,"482",3.24,9.5,9.8,25,"Nil
","was dark 20min into the tow",2018-03-13 00:40:05
"1043",1043,"IGFS2009","6",101020101,106,109,16,1,"Groundgear_D","Long","40E1","V",2009-09-29 06:38:08,29,55.632,-8.875,55.649,-8.913,"VIaMedium",107,21.9,4.4,1.64445518815982,3.0509372693132,0.326450287816512,"Y",19.7920639211258,"425",2.8,10,6,22,"Nil
",NA,2018-03-13 00:40:05
"1044",1044,"IGFS2009","R213",101020101,111,111,17,1,"Groundgear_D","Long","40E0","V",2009-09-29 09:09:08,30,55.584,-9.166,55.616,-9.165,"VIaMedium",109,NA,4.3,1.92059871274144,3.56326291788764,0.388395658049753,"Y",20.1779322895175,"455",2.74,6.7,8.7,18,"Nil
",NA,2018-03-13 00:40:05
"1045",1045,"IGFS2009","FG111",101020101,212,270,18,1,"Groundgear_D","Long","40E0","V",2009-09-29 11:11:08,30,55.734,-9.328,55.766,-9.325,"VIaSlope",116,22.3,4.3,1.92302800071735,3.56776994567226,0.413861313697983,"Y",21.5361758353133,"710",2.82,4.2,9,20,"Nil
",NA,2018-03-13 00:40:05
