fldPrimeStation,Yr,LonDec,LatDec,ARG,BLR,BOF,COD,CUR,DAB,DFL,DGS,DII,ESB,GSS,GUG,HAD,HER,HKE,HOM,JOD,LBI,LSD,MAC,MEG,MON,NOP,PLE,POD,POK,POL,PTR,SAR,SDR,SHR,SKT,SOL,SPR,THR,UNR,WAF,WHB,WHG,CatchKg
95,2007,-10.867,53.738,137,0,22.31,0,4.4,0,0,3.95,0,0,0,3.2,366.434,59.44,7.43,1.641,3.504,0,17.67,1.07,2.09,3.53,0.218,0.375,14.775,0,0,0,0,1.352,0,0,0,0,4.71,0,0,50.47,4.99,710.559
32,2006,-7.326,55.627,0,0,0,0.78,0,0,0,1.47,0,0,0,0.422,0.54,87.58,0,18.8,1.155,0,81.1,0.172,0,0,0,0,3.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.785
FG37,2010,-7.753,51.361,0,0,0.007,8.96,0,5.747,0,0,0,0,0,8.411,70.099,0,3.7,0.418,0.035,0,7.22,2.1,0.962,2.26,8.4,2.116,0,0,0,0,0,2.04,0,0,0,1.742,0,0,0,0,16.598,140.815
71,2003,-10.328,52.02,0,0,0,0,0,0.337,0,0,0,0,0,2.782,34.569,0,0,0.138,0.291,0,47.63,0,0.111,9.54,0,0.232,0.1,0,4.59,0,0,0,0,0,0,0,3.66,0,0,0,23.53,127.51
71,2003,-10.328,52.02,0,0,0,0,0,0.337,0,0,0,0,0,2.782,34.569,0,0,0.138,0.291,0,47.63,0,0.111,9.54,0,0.232,0.1,0,4.59,0,0,0,0,0,0,0,3.66,0,0,0,23.53,118.868
SC555,2014,-8.874,54.595,0,0,0,0,0,29.336,0,0,0.224,0,0,8.776,141.198,5.518,6.13,2.044,0,0,11.55,2.762,0.604,2.482,0.464,6.16,0.06,0,0,0,0,0,0,0,0.336,147.401,0,0,0,0,630.84,995.885
26,2013,-9.639,54.771,0,0,0.177,0,1.311,0.455,0,0,0.476,0,0,6.7,9.829,39.7,10.46,1.124,0.348,0,6.048,7.84,1.339,0,0.06,3.432,0,0,0,0,0,6.62,0,0,0,0,1.416,0,0,0,8.84,106.175
MB20,2003,-9.595,51.133,0.053,0,0.015,0,0,0.532,0,0,0,0,0,1.067,37.528,0,3.48,1.804,0,0,0.137,0.265,0.648,6.26,1.534,0,3.681,0,0,0,0,0,0,0,0,0,0,0,1.13,3.645,19.501,81.28
FG170,2007,-10.464,51.478,0,0,1.097,0,0,1.245,0,0,0,0,0.042,0.23,84.72,0.037,4.143,0.539,0.012,0,0.875,0,2.074,0,0,1.442,9.884,0,0,0,0,0,0,0,0,0.213,0,0,0,16.773,6.73,130.056
FG96,2005,-7.947,55.919,0,0,0,0,0.57,0.952,0,0,0,0,0,1.815,26.5,0.648,6.738,1.008,0,0,4.33,2.275,3.013,3.07,1.279,0,7.05,0,0,0,0,0,0,0,0,0,0,0,0,3.328,3.911,66.487
MMA3,2007,-8.385,55.816,0,0,0,0,1.728,11.96,0,3.09,0,0,0,167.072,49.712,5.348,68.806,4.11,0,0,3.368,0,3.371,4.5,8.41,26.62,9.623,0,0,0,0,0,0,0,0.616,0,1.304,0,0,0.871,72.529,443.038
MB44,2015,-8.782,54.87,0,0,0,0,0,0.6,0,0,0,0,0,0,2.55,2.565,3.25,10.1,1.097,0,10.165,7.55,0,0,0,0,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,40.575
PO461,2007,-12.239,52.362,0,0,0,0,0,0,0,0,0,0,1.208,0,0,0,2.477,0,0,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.04,0,69.464
FG208,2014,-7.037,51.598,0,0,0.001,1.18,0,0.23,0,0,0,0,0,0.835,99.361,189.753,14.671,4.213,0,0,46.75,140.24,0.348,0.394,0.048,7.68,0.235,0,0,0,0,6.79,0,0,0,0,0,0,0,0,18.709,531.438
44,2010,-5.495,51.245,0,0,0,0,0,4.98,0,0,0,9.27,0,13.67,179.7,48.796,0.431,2.942,0.869,0,19.67,13,0.462,0,1.905,4.091,0.798,0,0,4.01,0,0,0,0,0.27,2.931,0,0,0,0,20.95,328.745
E11,2017,-6.714,51.786,0,0,0.17,0,2.42,1.18,0,0,0,0,0,928.697,208.238,0.402,19.932,81.74,2.549,0,31.764,33.18,0.692,12.96,28.402,18.82,7.15,0,0,0,0,9.127,0,0,0,0.079,0.633,0,0,0.129,117.948,1506.212
GD11,2014,-10.315,54.833,0,0,0.166,1.834,0,0,0,4.42,0,0,2.826,36.28,0,0.21,8.86,6.74,20.48,0,41.82,0.026,0.706,0,0.112,0,1.252,40.25,0,0,0,0,0,0,0,0,0,0,0,266.044,0,432.026
MB106,2015,-8.696,55.274,0,0,0,0,0,0.451,0,0,0,0,0,1.1,20.669,3.446,0.123,2.488,0,0,25.5,237.704,1.644,0,0.488,0.557,0,0,0,0,0,0.764,0,0,0,0,24.95,0,2.25,2.56,6.531,331.225
MB13,2003,-10.99,53.253,0,0,7.51,0,2.88,0,0,1.31,0,0,0.055,9.35,222.439,0.6,3.01,0.36,0,0,17.74,1.34,5.303,33.24,10.396,0,0.92,0,0,0,0,0,0,0,0,0,3.613,0,2.209,4.47,40.64,367.385
FG48,2005,-6.016,51.402,0,0,0,0,0,0.837,0,0,0,0,0,0.262,3.72,0.055,10.31,0,0.849,0,0.805,0.069,0,4.42,58.48,0,5.32,0,0,0,0,0,0,0,0,0.902,0,0,0,4.434,280.24,370.703
FG9,2009,-9.626,51.46,0,0,0,0,0,38.87,0,0,0,0,0,1.079,6.72,1.425,3.722,0.193,0.201,0,31.14,0,0,0.521,0.352,0.331,20.52,0,3.13,0,0,0,0,0,0,1.214,0,0,0,3.083,62.08,174.581
FG80,2014,-10.347,53.714,0,0,0,0,0,5.41,0,0,0,0,0,149.87,7.05,0,0.505,1.017,0,0,10.977,0,1.092,0,0,18.69,0,0,0,0,0,20.81,0,0,0.242,0,7.75,0,0,0,0,223.413
FG65,2017,-10.45,50.864,0,0,0.732,10.17,0,0,0,0,0,0,0,16.05,0.219,0,9.53,0,0.127,0.218,6.39,0,3.096,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0,0.179,51.594
81,2003,-11.019,50.707,31.661,0,1.216,0,0,0,0,0,0,0,0,0,8.25,0,2.304,1.75,0.625,0.049,1.53,0,7.186,0,0,0,1.616,0,0,0,0,0,0,0,0,0,0,0,0.023,14.43,0,70.64
FG191,2009,-11.261,52.891,0,0,7.8,0,5.03,0,0,0,0,0,0.328,173.15,992.241,0.162,29.452,1.318,0.655,0,13.96,0,5.783,0,0.301,0,10.369,0,0,0,0,0,0,0,0.233,0,0.657,0,4.35,22.34,52.328,1320.457
53,2009,-10.429,52.903,0,0,12.22,0,5.22,0.648,0,0,0,0,0,4.928,77.511,0,3.48,0.578,0,0,10.34,11.08,1.408,0.981,165.664,0.933,31.469,0,0,0,0,0,0,1.67,0.842,37.046,7.23,0,2.94,6.94,17.773,400.901
FG156,2014,-12.003,52.288,0,0,0.001,0,0,0,0,0,0,0,1.821,0,0,0,18.42,0.587,0,2.774,0,0,0.743,18.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.516,0,89.082
FG113,2013,-10.451,54.722,0,0,89.12,6.66,0,0,0,0,0,0,4.638,0.878,10.8,0,23.62,65.12,18.44,0,36.72,0.961,0.285,0,0.82,0,4.692,0,0.96,0,0,0,0,0,0,0,1.88,0,0,159.885,0,425.479
68,2006,-9.821,52.543,0,0,0,0,0,2.062,0,0,0,0,0,0.349,0,1.035,0.038,15.273,0,0,0,0.056,0,0,0,0.223,1.99,0,0,0,0,0,0,0,0.582,10.55,0,0,0,0,0.266,32.424
FG140,2011,-8.121,51.021,0,0,0,20.8,0,0.405,0,12.72,0,0,0.042,0.494,271.268,0,17.46,0.142,0,0,8.58,0,5.964,0,186.335,7.689,16.509,0,0,0,0,0,0,0,0,0,0,0,0,0.846,43.448,592.702
6A,2012,-8.61,55.662,0,0,0,0,1.899,0,0,0,0,0,0,1.104,118.301,0,0.475,1043.88,3.38,0,17.32,6.616,0,0,30.434,0.748,3.595,2.125,0,0,0,0,0,0,0,0,0,0,0,0,5.854,1235.731
FG102,2016,-9.709,54.977,0,0,30.502,1.55,0,0.356,0,0,0,0,0,0.2,650.516,0.193,0,12,0.938,0,15.06,3.87,0.458,4.33,23.83,0.518,32.44,4.3,0,0,0,1.112,0,0,0,0,12.66,0,0,3.104,76.404,874.341
COD5,2008,-9.949,51.148,0,0,27.8,0,0,0.155,0,0,0,0,0.024,0.3,277.944,0,16.365,0.276,3.414,0,3.149,0,0.68,0,0.934,2.217,68.016,0,0,0,0,0,0,0,0,0,0,0,0,39.46,66.479,507.213
FG119,2017,-8.388,56.001,0,0,0,5.596,1.15,0,0,3.99,0,0,0,7.58,228.626,519.55,16.43,1.122,6.3,0,14.92,30.998,1.361,0,182.946,6.348,5.75,2.42,0,0,0,0,0,0,0,0,1.117,0,0,9.246,154.44,1199.89
MB17,2014,-10.113,52.578,0,1.152,0,0,0,0.582,0,2.677,1.109,0,0,0.187,3.25,0,2.73,12,0,0,16.13,0.348,0.44,2.698,2.253,0.886,2.408,0,2.73,0,0,3.439,0,0,1.576,9.2,0,0,0,0,4.851,70.646
20,2003,-5.605,53.348,0,8.04,0,6.91,0,0.008,0,0,0,0,0,0.975,6.07,0.351,0.461,0.606,0,0,15.005,0,0,0,0,11.62,1.935,0,0,0,0,0.21,0,0,0.668,1.001,0,0,0,0,10.18,64.04
20,2003,-5.605,53.348,0,8.04,0,6.91,0,0.008,0,0,0,0,0,0.975,6.07,0.351,0.461,0.606,0,0,15.005,0,0,0,0,11.62,1.935,0,0,0,0,0.21,0,0,0.668,1.001,0,0,0,0,10.18,56.76
56A,2012,-10.199,53.105,0,0,0.07,2.12,0,0,0,5.6,0,0,0,1.242,1.917,0,38.46,0.634,0,0,16.454,0.084,0.274,2.116,14.428,0.64,6.74,0,0,0,0,14.42,0,0,0,1.282,0,0,0.788,0.777,101.814,209.86
64,2016,-8.764,51.261,0,0,0.02,8.33,0,0.31,0.216,0,0,0,0,0.33,50.69,0.114,29.883,5.732,1.262,0,1.388,10.24,1.172,0.572,21.536,0.71,5.464,0,0,0,0,0,0,0,0,0.006,0,0,1.4,0.14,27.868,167.383
FG224,2016,-11.643,53.115,0,0,67.792,0,3.238,0,0,0,0,0,0,0.868,86.49,0,2.4,6.47,96.77,0.039,25.36,0,1.045,1.279,6.103,0,7.149,0,0,0,0,0,0,0,0,0,1.261,0,0.67,2.255,5.17,314.359
MB2,2009,-7.79,56.19,0,0,24.09,0,1.234,0,0,0,0,0,0,3.91,5.25,0,7,0.945,0,0,7.45,91.34,0.594,0,11.338,0.321,11.748,0,0,0,0,2.338,0,0,0,0,0,0,0,1.492,21.969,191.019
FG74,2005,-11.802,51.982,0,0,0.01,0,0,0,0,0,0,0,3.186,0,0,0,2.27,0,0,0,0,0,0.04,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.87,0,49.646
FG115,2009,-7.583,55.246,0,0,0,0,0,2.7,0,0,0,0,0,0.325,0,5.28,0,7.646,1.603,0,10.088,12.4,0,0,0,21.7,0.509,0,0.02,0,0,0,0,0,1.035,72.421,0,0,0,0,4.346,140.073
FG33,2010,-10.034,51.513,0,0,0,0.52,0,40.18,0,0,0,0,0,6.81,156.268,0.681,0.227,0.155,0,0,2.17,30.714,0.298,0.283,1.113,6.45,0.394,0,0,0,0,0,0,0,0.355,0.238,0,0,0,0,46.552,293.408
FG142,2008,-7.156,56.237,0,0.981,0,0,0.577,0.757,0,0,0,0,0,3.2,7.297,0.381,33.5,190.172,0.964,0,22.71,7.01,0,0,0.094,5.261,0.106,0,0,0,0,0,0,0,0,0,0,0,2.85,0,242.128,517.988
FG104,2013,-11.928,53.245,0,0,0.053,0,0,0,0,0,0,0,0.09,6.52,80.72,0,32.6,480.88,0,0.068,1.951,0,0.922,5.88,0.308,0,5.794,0,0,0,0,0,0,0,0,0,0,0,0,88.79,2.257,706.833
MB10,2017,-9.409,54.465,0,0,0,0.641,5.718,0,0,3.152,0,0,0,39.868,412.05,0,1.655,1767.52,3.17,0,20.87,5.126,0.794,0.537,0,16.42,0.073,0,0,0,0,5.595,0,0,1.388,0,32.3,0,0,0,110.55,2427.427
FG178,2010,-7.464,51.59,0,0,0.003,5.62,0,2.365,0,0,0,0,0,1.296,68.986,0.098,13.08,0.11,0.285,0,28.14,1.801,1.664,1.52,0.591,1.705,0.052,0,0,0,0,4.82,0,0,0.276,0.095,0,0,0,0.193,67.038,199.738
MB17,2013,-10.067,52.586,0,0,0.001,0,0,0.562,0,20.96,0,0,0,0.205,126.399,0.156,2.483,31.584,6.119,0,41.7,218.583,2.845,1.711,82.114,0.789,0.158,0,0,0,0,1.4,0,0,3.099,3.168,0,0,0,0,38.658,582.694
FG134,2012,-8.327,51.432,0,0,0.006,28.46,0,1.768,0,0,0,0,0,0.47,103.879,0,15.56,0.036,0.422,0,2.648,6.76,2.74,0,19.334,4.254,24.254,0,0,0,0,0,0,0,0,0.312,0,0,0,0,22.012,232.915
FG133,2011,-8.025,50.534,0,0,0.17,6.62,0,0,0,4.2,0,0,0.025,1.924,3.06,0,5.131,0,0.467,0,6.615,0,1.243,17.3,6.672,0.485,0.816,0,0,0,0,0,0,0,0,0,0,0,4.26,3.248,0.02,62.256
FG197,2011,-7.671,51.244,0,0,0,10.86,0,3.426,0,0,0,0,0,3.87,192.068,0.122,9.464,0.216,0.527,0,0.539,2.664,4.62,0.523,315.056,6.257,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0.562,61.873,631.347
85,2009,-9.267,50.751,0,0,19.35,0,1.276,0,0,0,0,0,0.131,1.564,267.05,0,8.1,0.014,1.67,0,1.077,0,2.698,0,1.054,2.204,16.1,0,0.771,0,0,0,3.003,0,0,0,0,0,0.963,39.287,4.18,370.492
GD1,2008,-9.242,55.088,0,0,0,1.32,1.12,0.314,0,0,0,0,0,11.81,199.076,7.97,1.02,31.949,11.69,0,38.68,177.5,0.272,0,0.026,0.68,0.609,1.18,0,0,0,0,0,0,0,0,7.17,0,0,0,2.288,494.674
20,2003,-9.692,54.349,0,0,0.09,0,0,6.64,0,0,0,0,0,0.77,20.28,0,0,0,0,0,0,0,0.18,3.96,0,7.29,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,17.23,64.04
20,2003,-9.692,54.349,0,0,0.09,0,0,6.64,0,0,0,0,0,0.77,20.28,0,0,0,0,0,0,0,0.18,3.96,0,7.29,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,17.23,56.76
27,2008,-9.399,54.967,0,0,0,1.307,0.872,0,0,0,0,0,0,0.499,48.142,1.068,1.479,18.8,0.825,0,35.56,0.12,0,0,0.052,0.168,0.923,0,0,0,0,0,0,0.588,0,0,0,0,0,0,0.358,110.761
FG101,2008,-10.074,54.783,0,0,9.01,0,0,0,0,7.3,0,0,0,1.135,17.93,0,6.35,705.09,2.23,0,21.61,1.563,1.022,0,4.12,0,14.616,6.27,0,0,0,0,0,0.41,0,0,0,0,0,1.475,0,800.131
FG71,2009,-11.522,51.891,0,0,0.12,0,0,0,0,0,0,0,4.164,3.29,54.85,0,36.537,0.44,0,1.567,0.74,0,3.339,11.82,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,22.286,0,139.235
PO14,2008,-11.352,53.698,0,0,0.625,0,2.82,0,0,25.15,0,0,1.459,2.65,13.94,0,7.56,15.05,1.727,0.399,11.06,0.418,4.596,0,0,0,21.15,0,0,0,0,0,0,0,0,0,1.82,0,0,246.37,0,356.794
FG114,2012,-7.522,55.617,0,0,0,3.28,0,0.589,0,0,0,0,0,0.667,5.3,0.393,0,54.906,6.16,0,43.76,155.502,0,0,0.018,0.257,2.374,0,0,0,0,2.685,0,0,0,0,0,0,0,0,17.06,292.951
90,2012,-11.519,52.734,0,0,1.184,0,7.9,0,0,0,2.702,0,0,4.324,25.42,0,6.986,0.056,15,0,65.52,4.902,1.674,0,0,0,0.11,0,0,0,0,0.882,0,0,0,0,0.316,0,0,5.004,5.58,147.56
FG16,2006,-8.219,51.11,0,0,0.029,0,0,0,0,5.71,0,0,0,0.116,0.186,0,17.759,0.006,0,0,0.038,1.011,0.951,0,28.361,0,12.04,5.74,0,0,0,0,0,0,0,0,0,0,0,27.099,0.171,99.217
MMMA3,2005,-8.332,55.824,0,0,0,0,0,0.472,0,2.491,0,0,0,5.132,40.505,539.759,6.021,13.93,0.992,0,15.49,800.935,2.481,4.16,0,4.943,0.095,0,0,0,0,0,0,0,0,0,0.754,0,0.646,2.498,15.599,1456.903
89,2007,-11.223,53.223,0,0,53.61,0,2.871,0,0,0,0,0,1.31,98.407,391.88,3.985,6.331,0.174,3.94,0,10.11,0,3.542,0,0,2.945,0.988,0,0,0,0,0,0,1.466,0,0,1.043,0,0,1.566,15.12,599.288
SC559,2004,-4.885,55.392,0,0,0,0,0,0.116,0,0,0,0,0,0,31.714,0.442,5.284,0,0,0,0,0,0,0,0.208,0,1.4,0,0,0,0,0,0,0,0,1.931,0,0,0,0,34.552,75.647
MB18,2010,-10.549,51.927,0,0,0.053,0,0,35.28,0,0,0,0,0,204.591,253.16,0,2.867,0.368,0.024,0,17.46,0.04,1.973,0.271,0.44,4.868,7.27,0,8.38,0,0,0.357,0,0,0.066,0.171,0,0,0,1.03,104.284,642.953
FG110,2014,-9.478,55.509,0,0,0,13.47,0.726,0,0,0,0,0,2.24,0.36,22.046,0,55.164,1.522,0,0,21.58,0,5.673,17.21,0.596,0,3.874,7.04,0,0,0,0,0,0,0,0,2.352,0,2.068,122.402,0,278.323
CC330,2012,-8.542,51.201,0,0,0.068,8.7,0,0,0,0,0,0,0,0.254,13.028,0,21.358,0.026,0.054,0,1.772,0,1.408,1.427,82.956,0.384,90.169,0,0,0,0,0,0,0,0,0,0,0,0,0.532,65.74,287.876
FG13,2015,-8.228,50.745,0,0,0.054,15.51,0,0,10.752,0,0,0,0,0.244,10.144,0,26.929,0.791,1.294,0,5.6,0,2.362,2.366,2.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892,8.38,0.716,88.436
FG81,2017,-10.735,53.75,0,0,697.6,0,7.17,0,0,0,0,0,0,0.53,72.28,0,8.28,0,0.43,0,19.796,0,2.225,4.71,0.04,0,6.86,0,0,0,0,2.509,0,0,0,0,0,0,1.216,0,18.96,842.606
FG54,2005,-10.049,50.507,0,0,4.32,0,0,0,0,0,0,0,0.016,0.467,0,0,4.813,0.11,0.168,0,1.633,0,2.937,0,0,0,0.564,0,0,0,0,0,0,0,0,0,0,0,0,831.43,0,846.458
FG37,2014,-7.754,51.359,0,0,0.001,4.78,0,5.856,0,0,0,0,0,24.73,19.258,0.227,13.586,6.274,0.006,0,0,0.352,0,0.559,56.967,0.87,11.905,0,0,0,0,0,0,0,0,0.465,0,0,0.268,0,31.249,177.353
62A,2016,-8.461,50.728,0,0,235.502,19.03,0,0,0,2.725,0,0,0,0.231,49.27,0,27.217,0.534,0,0,3.51,0,3.663,2.508,0.112,1.156,0.096,7.6,0,0,0,0,0,0,0,0.013,0,0,0.37,0.077,3.851,357.465
PO115,2005,-11.664,53.953,0,0,2.447,0,0,0,0,0,0,0,0,0,0,0,2.81,0.275,0,0.222,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.697,0,49.321
FG159,2010,-11.072,51.082,0,0,1.487,0,0,0,0,0,0,0,0.026,9.09,23.756,0,5.442,0.056,0,1.345,0.79,0.564,4.569,0.704,0.538,0,23.3,0,0,0,0,0,0,0,0,0,0,0,5.12,501.148,0.539,578.474
FG118,2007,-8.761,56.158,0,0,0.731,6.12,2.364,0,0,2.368,0,0,0,2.181,58.42,2.124,8.92,140.06,2.215,0,15.92,1.862,0.774,0,0.204,0,1.648,0.768,1.66,0,0,0,0,0,0,0,1.235,0,0,1.245,1.416,252.235
59,2006,-9.708,53.05,0,0,0.002,0,0,0.331,0,0,0,0,0,0.216,28.747,0.156,0.5,4.529,0.831,0,11.442,5.33,0.096,0,1.542,0.304,0.185,0,0,0,0,3.464,0,0,0,3.994,0,0,0,0,27.176,88.845
MB25,2016,-8.047,55.761,0,0,0,1.678,1.788,5.74,0,0,0,0,0,3.46,112.054,1.788,0.364,181.7,1.258,0,54.56,57.784,0.788,0,0.034,11.94,0.425,0,0,0,0,7.664,0,0,0.15,0,4.832,0,0.006,0.3,75.234,523.547
FG151,2017,-10.189,54.951,0,0,28.62,3.97,0,0,0,1.79,0,0,0,0,1.23,0,2.693,0,0.414,0,65.99,0,0,0,0.864,0,4.52,6.89,0,0,0,0,0,0,0,0,5.76,0,0,103.58,0,226.321
FG183,2010,-8.505,51.46,0,0,0,0.941,0,0.732,0,0,0,0,0,0.348,99.84,0.066,9.88,0.003,0,0,23.02,0.544,0.871,0.527,14.155,0.651,14.85,0,0,0,0,1.86,0,0,0,0.521,0,0,0.481,0.197,26.596,196.083
FG146,2015,-12.163,53.231,0,0,0,1.694,0,0,0,15.47,0,0,0.552,18.98,5.07,0,37.414,4.42,0.814,2.77,9.5,0,2.13,10.05,0.46,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0.098,217.622,1.17,328.3
56A,2011,-10.182,53.056,0,0,0,0,1.429,0,0,6.587,0,0,0,0.256,1.405,0.144,1.388,0.125,0.202,0,4.19,0,0.147,1.248,1.387,0,0.08,0,0,0,0,0.643,0,0,0.416,0.142,0,0,0,4.624,0.901,25.314
FG168,2010,-7.187,51.298,0,0,0,2.98,0,2.754,0,0,0,0,0,29.476,229.6,1.002,14.24,0.488,0.565,0,15.34,1.706,2.34,5.02,537.36,5.577,45.08,0,0,0,0,4.74,0,0,0.44,0.049,0,0,0,6,262.1,1166.857
81,2015,-11.052,50.748,0,0,0,0,0,0,0,0,0,0,0,0,16.14,0,6.678,0,0,0.733,0,0,6.755,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.124,8.16,0,43.59
FG157,2011,-11.389,51.43,0,0,0.642,2.496,0,0,0,0,0,0,0.48,0.539,10.652,0,8.221,0,3.46,1.413,0,0,6.92,2.334,0,0,6.136,0,0,0,0,0,0,0,0,0,0,0,0,8.238,0,51.531
13,2003,-8.928,54.574,0,0,0,0,5.94,2.47,0,34.59,0,0,0.029,9.05,0.77,0.59,0.64,1.15,0.72,0,25.57,0.59,1.01,9.31,1.89,0,0.008,0,0,0,0,0,0,0,0.55,0.37,5.83,0,0,0,176.212,277.289
110,2008,-6.518,51.61,0,0,0,0,1.583,2.282,0,0,0,1.598,0,17.998,36.28,0.196,15.683,5.666,0.546,0,27.55,0.847,0.902,1.358,0,10.573,0.298,0,0,0,0,3.098,0,0,0,0.021,0.697,0,0,0,41.82,168.996
MB6,2012,-7.602,55.859,0,0,0,0,6.98,1.542,0,0,0,0,0,3.478,514.172,3.338,99.913,1.035,0,0,15.97,101.578,1.162,6.34,0.491,11.15,3.018,0,0,0,0,0,0,0,1.059,0,0,0,0,13.32,21.532,806.078
70,2006,-10.321,52.547,0,0,0.222,0,0,0.553,0,0,0,0,0,6.77,6.345,13.234,4.379,0.218,3.324,0,2.766,850.797,1.098,2.059,380.254,1.352,1.424,0,0,0,0,2.178,0,0,0.18,0,0,0,0,35.84,34.13,1347.123
FG183,2011,-8.559,51.443,0,0,0.017,4.98,0,2.141,0,0,0,0,0,0.6,32.54,0,13.673,0,0.434,0,23.04,0.223,6.344,3.82,43.177,3.989,6.376,0,0,0,0,0,0,0,0,0,0,0,4.22,1.395,9.9,156.869
50,2009,-11.046,52.866,0,0,8.32,0,4.96,0,0,0,0,0,0.022,20.35,721.807,0,3.15,0.003,0.354,0.048,38.67,0,8.78,1.134,27.369,1.57,9.057,0,0,0,0,0,0,12.34,0,0,6.46,0,1.97,21.776,5.821,893.961
39,2003,-11.197,52.058,0.044,0,2.805,0,0,0,0,0,0,0,0,3.72,169.72,0,1.437,1.538,1.42,0,1.92,0,1.425,0.09,21.65,0,0.019,0,0,0,0,0,0,0,0.206,0,0,0,0.69,89.89,12.92,309.494
FG175,2015,-11.952,53.117,0,0,0.074,0,0,0,0,0,0,0,0.044,5.84,51.498,0,3.94,17.56,0,0.666,0,0,0.982,4.66,0.292,0,3.686,0,0,0,0,0,0,0,0,0,0,0,0,13.078,4.49,106.81
71,2008,-10.324,52.021,0,0.581,0,0,0,20.06,0,0,0,0,0,12.193,419.554,0,9.195,1.97,0,0,7.71,7.18,0,0,0,4.658,0,0,0,0,0,0,0,0,1.154,44.53,0,0,0,0,121.453,650.238
20,2006,-9.643,54.342,0,0,0.006,0,1.909,6.263,0,0,0,0,0,0.765,4.61,0,0,0.462,0,0,1.05,8.92,0,0,0,11.64,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,12.73,48.566
FG116,2013,-6.968,56.052,0,0,0,0.391,1.433,4.44,0,9.62,0,0,0,12.7,2.112,603.938,14.9,3.928,0.734,0,20.46,15.66,0.81,0,0.291,50.36,0.188,0,0,0,0,28.52,0,0,0,0.472,4.556,0,0,0,48.648,824.161
FG113,2007,-10.446,54.729,0.791,0,0,2.51,0,0,0,14.14,0,0,0,0,0,0,6.52,221.292,0.439,0,16.94,0,0.438,13.82,0,0,11.37,13.26,0,0,0,0,0,0,0,0,0,0,0,33.52,0,622.676
FG113,2007,-10.446,54.729,0.791,0,0,2.51,0,0,0,14.14,0,0,0,0,0,0,6.52,221.292,0.439,0,16.94,0,0.438,13.82,0,0,11.37,13.26,0,0,0,0,0,0,0,0,0,0,0,33.52,0,335.04
FG124,2007,-11.15,50.915,0,0,0.307,0,0,0,0,0,0,0,0.193,0.059,0,0,9.718,0,0,0.165,0,0,1.366,6.105,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,59.093,0,45.792
FG124,2007,-11.15,50.915,0,0,0.307,0,0,0,0,0,0,0,0.193,0.059,0,0,9.718,0,0,0.165,0,0,1.366,6.105,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,59.093,0,77.014
72,2007,-11.123,52.025,0,0,110.96,0,0,0,0,0,0,0,0,12.955,73.322,0,7.434,29.45,1.077,0.027,1.033,0.244,3.159,0,0,0.27,0.607,0,0,0,0,0,0,0,1.601,0,0,0,3.484,11.705,5.38,262.708
FG86,2015,-10.995,54.111,0,0,0,0,0.55,0,0,0,0,0,21.27,17.66,2.98,0,0.37,76.78,0,0,0,0.028,3.902,0,1.865,0,0.762,0,0,0,0,0,0,0,0,0,0,0,3.99,53.252,0,183.409
38,2013,-10.942,52.005,0,0,1.289,0,0,0,0,0,0,0,0,4.204,21.262,0,16.957,23.307,1.083,0.586,0,7.28,0.792,1.645,0.495,0.212,0.502,0,0,0,0,0,0,0,0.228,0.244,0,0,8.835,11.583,7.24,107.744
FG151,2009,-10.166,54.969,0,0,0,15.14,0.445,0,0,1.799,0,0,0,0,0.747,0,44.8,4.112,0,0,2.912,0.635,0,0,0,0,1.006,2.704,0,0,0,0,0,0,0,0,0,0,0,674.66,0,748.96
MB25,2015,-8.053,55.757,0,0,1.286,0,0,1.133,0,0,0,0,0,4.486,86.85,1634.8,0,8.05,0.424,0,14.85,738.287,0,1.357,18.955,4.941,4.085,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55,2538.054
FG133,2014,-8.204,50.755,0,0,0.05,0.796,0,0,3.551,7.67,0,0,0,0.22,1.116,0,15.465,0.175,0,0,0.088,0,2.469,0,4.347,1.232,0.34,0,0,0,0,0,0,0,0,0,0,0,1.404,0.274,0,39.197
FG133,2014,-8.204,50.755,0,0,0.05,0.796,0,0,3.551,7.67,0,0,0,0.22,1.116,0,15.465,0.175,0,0,0.088,0,2.469,0,4.347,1.232,0.34,0,0,0,0,0,0,0,0,0,0,0,1.404,0.274,0,138.681
