fldPrimeStation,Yr,LonDec,LatDec,ARG,BLR,BOF,COD,CUR,DAB,DFL,DGS,DII,ESB,GSS,GUG,HAD,HER,HKE,HOM,JOD,LBI,LSD,MAC,MEG,MON,NOP,PLE,POD,POK,POL,PTR,SAR,SDR,SHR,SKT,SOL,SPR,THR,UNR,WAF,WHB,WHG,CatchKg
MM5,2017,-9.565,54.711,0,0,0,0,0,2.079,0,8.4,0,0,0,0.962,505.3,0.609,3.332,6.99,1.53,0,39.16,0.21,0,2.84,0,22.662,0,0.971,0,0,0,0,0,0,0,0,40.82,0,0,2.046,289.658,927.569
FG181,2010,-8.649,51.075,0,0,2.367,1.3,0,0.027,0,0,0,0,0,0.146,297.307,0.054,9.324,0.658,0,0,2.234,1.132,1.078,0.672,168.208,0.444,31.66,0,0,0,0,0,0,0,0,0.245,0,0,0,6.04,16.224,539.12
CN207,2015,-6.715,51.774,0,0.78,0.006,0,4.78,13.1,0,17.3,0,2.44,0,100.784,18.967,6.477,2.688,9.09,0,0,83.85,0.85,0.368,13.13,1.514,126.519,0.633,0,0,0,0,15.612,0,0,0.862,0.158,6.545,0,0,0.114,331.69,758.257
FG14,2014,-8.213,50.637,0,0,0.069,16.58,0,0,0,0,0,0,0,0.101,6.48,0,57.46,1.264,0.768,0,2.08,0.113,1.495,0.049,6.422,0.872,0.581,0,0,0,0,0,0,0,0,0,0,0,0.559,4.095,0.391,99.379
33A,2014,-6.74,51.977,0,0,0,0,0.283,17.811,0,5.025,0,0,0,26.859,0.205,0,0.34,0.346,0,0,0.355,1212.781,0,0.275,0,5.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.734,1282.615
111,2006,-6.374,51.389,0,0,0,3.1,0,0.382,0,0,0,0,0,0,0.08,0.299,0.473,0.003,0,0,0,0,0.216,0,8.34,0,0.338,0,0,0,0,0,0,0,0,1.069,0,0,0,0.092,1.993,16.385
FG183,2015,-8.561,51.443,0,0,0.024,5.59,0,3.708,0,5.8,0,0,0.036,0.93,0,0.132,36.65,1.02,0.196,0,7.76,0,2.22,4.45,6.116,3.838,0.76,0,0,0,0,2.192,0,0,0,0,0,0,4.94,1.06,1.816,89.238
COD2,2009,-6.828,55.368,0,0,0,30.26,0,0,0,0,0,0,0,11.86,19.686,0.537,0,1430.69,11.18,0,112.26,1.886,0,0,0,0.498,0,0,0,0,0,1.559,0,0,0,0,0,0,0,0,14.014,1634.43
FG17A,2012,-8.141,51.484,0,0,0,5.1,0,1.434,0,0,0,0,0,0.978,40.445,0,30.86,0.03,0.332,0,3.542,1.489,1.5,5.8,23.89,0.704,16.666,0,0,0,0,0,0,0,0,0.01,0,0,0,0,175.269,308.049
MB32,2015,-5.496,51.465,0,2.826,0,0,0,0.854,0,0,0,0,0,0.814,0.248,14.902,0,10.988,0,0,29.66,0,0,0.23,2.42,4.099,0.35,0,0,9.77,0,39.558,0,0,0.692,3.642,3.74,0,0,0,10.362,135.155
FG72,2007,-11.666,51.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.85,0,0,0,0,0,0.071,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1,0,56.731
113,2012,-5.803,51.087,0,0,0,0,1.398,0,0,0,0,3.14,0,8.786,32.42,1.514,9.4,23.532,7.26,0,25.4,0.468,2.916,5.84,31.898,0.754,5.446,0,0,0,0,0,0,0,0.64,0.043,7.782,0,0,0.167,87.253,256.057
SC575,2007,-7.224,55.98,0,0,0,0,10.56,0.125,0,0,0,0,0,25.353,58.458,46.92,14.2,113.405,0,0,50.66,25.995,1.639,1.58,0.005,2.236,0.04,0,0,0,0,1.146,0,0.156,0,0,0.163,0,0,0,62.5,415.141
FG144,2010,-7.632,56.341,0,0,0,0,1.302,0.898,0,1.963,0,0,0,0.639,159.388,0.794,103.565,71.85,0.595,0,48.15,60.4,2.885,0,79.12,5.865,14.52,0,0,0,0,0.856,0,0,0,0,0,0,1.037,137.25,4.302,695.379
FG81,2010,-10.741,53.785,0,0,13.04,0,9.64,0.103,0,0,0,0,0,10.5,122.308,0,4.946,230.26,2.917,0,10.303,0.76,4.137,3.83,16.306,0.583,13.113,0,0,0,0,5.688,0,0,0,0,0,0,0,74.325,7.666,530.425
FG122,2017,-10.536,52.681,0,0,0.012,0,0,0,0,2.494,0.264,0,0,7.682,0,0,0.126,0,9.38,0,8.28,0,2.245,5.67,0,0,0,0,0,0,0,0,0,0,1.269,0,4.249,0,3.46,0.093,0,45.224
COD2,2012,-6.889,55.303,0,0,0,28.02,0,0.282,0,1.94,0,0,0,0.44,5.8,8.96,0,1.92,0.15,0,3.82,9.64,0,0,0,0,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,60.17,121.311
53A,2009,-8.252,51.61,0,0,0.073,7.92,0,0.89,0,0,0,0,0,0.304,1.346,0.992,2.811,0.761,0,0,40.54,0,3.88,4.4,6.384,1.1,27.089,0,0,0,0,2.021,0,0,0.597,15.46,0,0,0,1.704,20.385,138.657
FG25,2009,-6.249,52.008,0,0,0,0,0.909,0.531,0,0,0,0,0,44.562,17.08,0,9.44,0.373,0,0,52.37,0.543,0,0,0,4.911,2.521,0,0,0,0,5.391,0,0,0.622,0.091,0.261,0,0,0,20.2,159.805
FG23A,2005,-6.187,51.62,0,0,0,0.126,0,1.034,0,0,0,0,0,0.581,199.21,0.203,4.668,0,2.575,0,0,0,0.088,2.456,38,0,13.013,0,0,0,0,0,0,0,1.865,2.441,0,0,0,6.353,20.1,292.713
FG2,2010,-10.204,51.69,0,0,0,0,0,0.365,0,0,0,0,0,0.803,4.516,9.491,6.472,0,0.018,0,0.904,0.82,0,0,0,0.206,1.626,0,0,0,0,0,0,0,0.621,0.864,0,0,0,0.178,95.686,122.57
33,2010,-7.033,55.51,0,0,0,1.94,0,0,0,0,0,0,0,0.299,1.616,0,0,1.726,11.23,0,23.25,1.684,0,0,0,0,0.531,0,0,0,0,1.324,0,0,0,0,0,0,0,0,0.441,44.041
82,2006,-10.762,50.718,0,0,5.29,0,0,0,0,0,0,0,0.182,0.222,0.503,0,7,0.243,3.4,0.297,13.25,0,3.305,6.14,0,0,15.74,0,0,0,0,0,0,0,0,0,0,0,0.522,18.91,0,75.004
FG62,2007,-10.933,50.556,0,0,0.126,0,0,0,0,0,0,0,0.56,0,0,0,30.657,0,0.003,0.313,0.051,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845,4.622,0,39.255
FG199,2011,-9.222,51.29,0,0,0.449,8.62,0,0.411,0,2.585,0,0,0,0.073,3.106,0,22.74,0.102,0,0,11.06,0.062,2.802,21.66,5.46,0.86,4.887,0,0,0,0,0,0,0,0.231,0,0,0,0,17.48,2.656,105.244
41,2011,-10.562,51.422,0,0,6.94,4.92,0,0.155,0,0,0,0,0,4.598,10,0,7.929,0.264,0.696,0,0,87.111,3.821,0,0.389,0,12.165,0,0,0,0,0,0,0,0,0,0,0,0.077,100.52,0.102,239.687
42A,2017,-7.376,52.021,0,0,0,0,1.861,4.527,0,0,0,0,0,24.742,3.88,0.576,41.74,0.221,0.136,0,31.54,7.07,0,10.9,0,28.48,2.386,0,0,4.6,0,1.94,0,0,1.45,0.947,8.99,0,1.031,0,152.14,329.157
MB23,2004,-8.8,55.992,2.175,0,1.78,0.653,3,0,0,0,0,0,0,2.12,157.308,497.46,5.6,38.76,12.8,0,11.92,5.82,0.515,2.021,39.188,0,44.861,3.28,5.04,0,0,0,0,0.409,0,0,7.72,0,0,0.598,0.146,843.174
FG192,2016,-7.072,56.301,0,21.91,0.016,0,8.84,4.138,108.55,11.34,13.46,0,0,0.376,545.22,0.72,14.3,11.52,0.186,0,511.843,7.988,3.654,3.05,23.065,9.892,108.404,0.876,0,0,0,311.119,0,0,4.69,6.6,6.716,0,0,0.404,124.68,1863.557
42,2005,-7.384,52.027,0,0,0,8.15,0,5.804,0,0,0,0,0,1.694,38.362,0,20.04,2.765,1.328,0,28.24,1.467,0,6.49,0.177,1.168,5.6,0,0,0,0,0,0,0,0.895,2.555,0.742,0,0,0,79.195,457.795
42,2005,-7.384,52.027,0,0,0,8.15,0,5.804,0,0,0,0,0,1.694,38.362,0,20.04,2.765,1.328,0,28.24,1.467,0,6.49,0.177,1.168,5.6,0,0,0,0,0,0,0,0.895,2.555,0.742,0,0,0,79.195,204.672
16,2003,-3.84,54.385,0,0,0,2.17,0,29.21,0,2.84,0,0,0,4.02,1.685,2.202,0,0,0,0,3.38,0.218,0,0,0,11.24,2.289,0,0,0,0,0,0,0,0,20.28,0,0,0,0,633.68,713.214
MB10,2004,-9.411,54.467,0,0,0,1.123,8.14,0.173,0,3,0,0,0,132.88,201.847,2.6,0,45.672,3.919,0,8.44,0.205,3.984,2.04,0,0.121,0.897,0,0,0,0,1.73,0,0,2.64,0,56.36,0,0,0.497,23.277,499.545
FG33,2014,-10.076,51.491,0,1.206,1.759,0,0,54.666,0,0,0,0,0,2.047,3.263,1.472,0.989,1.467,0,0,0,1.225,0.992,2.82,3.204,10.94,1.351,0,0,0,0,2.272,0,0,0.945,0.14,0,0,0.428,0,59.123,150.309
42,2004,-10.809,51.635,0,0,10.74,0,0,0,0,0,0,0,0,1.32,56.405,0,3.34,1.94,0,0,2.76,10.74,3.396,2.66,1.672,0,1.963,0,0,0,0,0,0,0,0,0,0,0,0,94.629,8.66,200.225
FG179,2008,-8.938,51.44,0,1.78,5.22,0,0,4.934,0,0,0,0,0.126,0.265,7.395,0,47.339,0.119,0.736,0,6.34,0.466,1.532,3.87,1.676,0.252,4.766,0,0,0,0,0,0,0,0,4.974,0,0,1.59,0.248,25.657,119.285
COD5A,2016,-9.944,51.16,0,0,2.258,3.836,0,0.422,0,0,0,0,0,0.52,85,0,4.32,180.16,0.578,0,0,3.86,2.448,3.4,9.99,3.386,12.73,0,0,0,0,0,0,0,0,0,0,0,2.842,0.785,206.247,522.782
FG36,2007,-7.567,51.035,0,0,0.004,6.09,0,0.11,0,0,0,0,0.045,1.958,3.642,2.26,6.767,0,0.267,0,0.97,1.53,0.322,0,482.22,0.442,27.23,0,0,0,0,0,0,0,0,0,0,0,0,1.295,9.303,544.455
FG101,2006,-10.077,54.781,0,0,0.097,0,1.204,0,0,6.715,0,0,0,0.899,74.658,0.233,6.16,2876.48,0,0,12.2,3.42,0.252,0,1.032,0,11.94,1.793,0,0,0,0,0,0,0,0,0,0,0,2.746,0.723,3000.552
FG6,2003,-10.863,50.845,63.02,0,220.15,0,0,0,0,0,0,0,0,0.644,17.43,0,6.09,14.99,4.4,0,7.58,0,1.808,4.45,0.033,0,7.76,0,0,0,0,0,0,0,0,0,0,0,0,52.96,0.48,401.795
FG165,2012,-5.812,51.333,0,0,0,0,0,0.788,0,0,0,1.14,0,66.02,3.796,16.839,3.982,4.97,0.454,0,32.38,0.256,1.206,0.492,9.546,0.286,2.27,0,0,0,0,13.368,0,0,0.184,0.028,5.42,0,0,0.068,517.524,681.017
FG53,2012,-7.84,50.725,0,0,0.01,0,0,0,0,11.18,1.29,0,0,0.862,0,0,36,0.028,1.204,0,4.084,0.998,3.608,6.24,21.656,0,4.062,0,0,0,0,0,0,0,0,0,0,0,8.28,6.311,1.122,106.935
FG33,2017,-10.084,51.488,0,0,0.272,0,0.122,33.158,0,3.6,0,0,0,5.033,1.135,2.823,5.126,1.741,0,0,1.22,1.636,0.321,0.849,1.222,4.891,0.315,0,0,0,0,0.96,0,0,1.408,20.153,0,0,0.334,0,17.914,104.233
95,2004,-10.867,53.736,130.806,0,11.93,4.78,6.46,0.008,0,4.92,0,0,0,2.96,259.873,0,0.637,87.927,4.28,0,65.12,7.52,5.53,4.38,0.043,0.931,5.104,0,0,0,0,0.593,0,0,0.42,0,15.62,0,2.2,16.429,1.12,639.591
FG129,2010,-10.528,51.121,0,0,151.45,0,0,0,0,0,1.545,0,0,2.533,1.962,0,2.01,0.038,0,0.623,0.236,1.616,3.949,0.301,0.035,0,0.455,0,0,0,0,0,0,0,0.868,0,0,0,4.83,3.676,0,176.127
MB27,2014,-8.841,54.424,0,0,0,0,0,57.375,0,3.07,0,0,0,17.488,0.418,0.15,1.76,10.35,1.051,0,15.02,9.817,0,1.168,0.063,36.161,5.705,0,0,0,0,3.01,0,0,0,0.087,0,0,0,0,37.04,199.733
FG133,2008,-8.062,50.52,0,0,0.168,11.117,0,0,0,20.361,0,0,0,1.209,0,0,26.881,0.074,0,0,3.501,0,1.219,0,0,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0.025,2.899,0,69.532
MM12,2014,-8.182,56.252,0,0,0.088,0,4.274,5.978,0,0,1.348,0,0,0.678,58.678,3.25,8.69,3.21,0,0,19.86,5.08,5.885,1.954,356.752,2.33,2.652,1.15,0,0,0,0,0,0,0,0,0,0,1.968,41.004,9.86,534.689
FG39,2009,-6.603,51.216,0,0,0,0,0,0,0,0,0,0,0,0.497,109.12,3.948,0.959,0.193,0,0,10.934,0,2.248,0.881,38.201,0.227,10.1,0,0,0,0,0,0,0,0,0.312,0,0,0,3.506,63.95,245.076
FG3,2009,-11.102,51.6,0,0,2.801,0,0,0,0,0,0,0,1.146,3.62,5.3,0,1.521,0.089,0,0.463,0,0,3.534,2.552,0.111,0,13.91,0,0,0,0,0,0,0,0,0,0,0,1.383,331.93,0.252,368.612
MB24,2004,-8.022,56.042,1.77,0,0,0,0.542,0.044,0,0,0,0,0,3.54,38.061,6.386,8.9,1.74,0.561,0,2.36,8.16,2.362,0,0.382,0.236,4.414,0.422,0,0,0,0,0,0,0,0,1.36,0,0,12.88,7.812,101.932
FG9,2003,-9.628,51.462,0,0,0,0.469,0,0.784,0,9.87,0,0,0,1.574,96.919,0,0.469,1.25,0,0,12.58,0,0,0,0.041,0,2.342,0,2.22,0,0,0,0,2.09,0.646,0.696,3.7,0,0,0.079,180.018,315.747
53,2012,-10.395,52.92,0,0,0.46,0,6.35,0.14,10.52,514.68,5.87,0,0,18.04,3.152,0,81.745,0.125,0,0,14.04,13.534,1.718,4.22,28.15,0,19.14,0,0,0,0,0.942,0,0,0,0.133,3.29,0,3.52,0.162,1.758,731.689
FG12,2003,-8.61,50.567,0,0,0.009,6.7,0,0,0,0.49,0,0,0,0.022,0.299,0,4.7,1.721,0,0,1.081,0,0.778,0,0,0,0.718,0,0,0,0,0,0,0,0,0,0,0,0,1.027,0,17.545
FG185,2008,-8.579,51.325,0,0,0.239,0,0,0.288,0,0,0,0,0,1.093,20.772,0.148,27.904,0.043,2.056,0,3.337,0,0.631,0.147,5.533,1.385,51.864,0,0,0,0,0,0,0,0,0,0,0,0,0.725,46.331,162.496
FG128,2010,-10.384,51.326,0,0,16.8,0,0,0.187,0,0,0,0,0.027,26.14,121.03,0,9.416,0.347,1.912,0.227,3.91,0.639,2.691,5.948,12.33,0,15.78,0,0,0,0,0,0,0,0.173,0,0,0,2.65,11.18,6.7,238.087
FG136,2007,-5.794,51.499,0,0,0,0.826,2.558,6.45,0,0,0,3.23,0,1.66,4.81,0.219,0.77,0,0.366,0,16.44,0,0.185,0,8.225,0.186,0.322,0,0,5.94,0,30.57,0,0,0,0,0,0,0,7.66,2496.384,2586.801
FG109,2011,-9.872,55.324,0,0,0,3.992,0,0,0,0,0,0,0.122,8.68,3.264,0,82.218,7.82,29.3,0,75.01,0,8.443,9.62,2.303,0,10.68,0.907,0,0,0,0,0,0,0,0,18.23,0,0,246.962,0,507.551
FG104,2005,-11.909,53.269,1.863,0,0.333,0,0,0,0,0,0,0,0,1.996,5.13,0,9.15,0.296,1.462,0.147,5.335,0.85,2.747,2.466,0,0,2.694,0,0,0,0,0,0,0,0,0,0,0,0,100.295,0,134.764
COD5A,2010,-9.968,51.146,0,0,2309.98,19.39,0,0.058,0,0,0,0,0,0.39,655.58,0,6.28,0.283,1.654,0,0.905,1.849,2.108,1.214,93.679,1.979,84.98,0,3.15,0,0,0,0,0,0,0,0,0,0,1.329,179.56,3364.368
GD1,2014,-9.189,55.043,0,0,0.066,1.045,0,1.066,0,0,0,0,0,1.792,183.286,13.69,1.154,6.134,2.765,0,24.45,6.75,1.007,0,7.883,0.76,2.094,0.699,0,0,0,0,0,0,0,0,0,0,0,0,112.28,366.921
113,2014,-5.786,51.06,0,0,0,0,0,1.005,0,0,0,2.642,0,20.37,19.758,0.565,3.522,3.835,2.817,0,10.38,2.57,5.843,7.94,22.046,0.219,1.083,0,0,0,0,4.62,0,0,1.388,0.569,0.8,0,0,0,42.262,154.234
PO138,2006,-11.919,53.764,0,0,0.34,0,0,0,0,0,0,0,0.286,0.053,0,0,16.36,31.56,0,0.066,0,0,0.592,5.58,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,3.26,92.603,0,150.775
FG17A,2010,-8.105,51.501,0,0,0,4.537,0,1.085,0,0,0,0,0,0.574,665.011,1.083,6.42,0.09,0,0,10.12,0,1.607,1.54,40.64,2.749,13.729,0,0,0,0,0.715,0,0,0.258,0.445,0,0,0.288,2.68,178.743,932.314
FG112,2009,-9.216,56.004,0,0,0,0,0.788,0,0,0,0,0,1.104,0.244,0,0,5.5,11.82,0,0,0.337,0,0.292,8.69,0,0,11.315,101.52,0,0,0,0,0,0,0,0,0,0,0,329.51,0,471.12
59,2015,-9.662,53.029,0,0,0,0,0,14.238,0,27.59,0,0,0,11.67,15.405,0,0.174,375.226,0.63,0,43.46,4.39,0,1.578,5.726,9.535,0.536,0,0,0,0,20.95,0,0,0,7.76,0,0,0,0.429,26.088,565.385
FG185,2013,-8.485,51.291,0,0,0.067,0.674,0,0,0,0,0,0,0.085,0.96,139.334,0,33.31,1.202,0.415,0,0,0.302,1.028,1.808,9.847,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,2.31,132.862,337.304
FG53,2017,-7.884,50.703,0,0,0.993,0,0,0,0,51.146,4.519,0,0,2.646,0.279,0,21.06,0.197,0,0,3.15,1.446,0.161,0.056,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276,0.584,0.784,89.03
MB20,2014,-9.591,51.115,0,0,0.156,0,0,0.305,0,0,0,0,0,0.337,1.411,0,11.382,0.316,0,0,0.069,0.835,1.524,0,0.057,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.198,0.529,2.55,19.809
FG121,2012,-11.832,52.834,0,0,0.002,0,0,0,0,0,0,0,0.268,28.12,8.36,0,3.878,0.214,4.06,1.566,2.756,110.818,3.774,4.983,0.036,0.26,10.352,0,0,0,0,0,0,0,0,0,0.792,0,2.475,162.54,0,345.254
COD1,2016,-6.883,55.368,0,7.152,0,5.4,1.088,2.16,0,0,0,0,0,0.8,67.53,1.382,0.938,277.8,4.54,0,48.788,3.414,0,0,0,3.664,0.052,0,0,0,0,8.98,0,0,0.396,0,6.9,0,0,0,46.49,487.474
CC310,2004,-8.539,51.206,0.096,0,0.154,0,0,0,0,0,0,0,0,0.291,6.96,0.624,6.149,3.26,1.798,0,1.447,0.578,0.558,4.386,57.947,0,75.032,0,0,0,0,0,0,0,0,0.133,0,0,0.015,10,13.72,183.148
102,2004,-3.713,53.796,0,0,0,0,0,2.693,0,0,0,0,0,3.98,0.038,0.66,0,0.006,0,0,61.28,0,0,0,0,23.58,0.833,0,0,0,0,0,0,0,1.54,3.24,9.218,0,0,0,42.755,149.823
D76,2004,-4.382,54.017,0,2.28,0,1.655,0,0,0,4.5,0,0,0,1.96,2.224,0,3.04,0.621,0.66,0,52.047,0,0,14.5,0,0.419,9.32,0,0,0,0,0,0,0,0,1.347,0,0,0,0,15.2,109.773
FG4,2014,-10.796,51.458,0,0,0.267,0,0,0,0,0,0,0,0.339,6.18,4.39,0,5.37,1.061,0.022,0.762,0.013,0,2.148,3.96,0.036,0,0.503,0,0,0,0,0,0,0,0,0,0,0,1.166,1.2,1.87,29.287
FG3,2007,-11.122,51.618,0,0,1.76,0,0,0,0,0,0,0,0.1,0.467,7.13,0,7.34,4.84,0.802,0.211,2.02,0,1.815,4.91,0,0,8.65,0,0,0,0,0,0,0,0,0,0,0,0,18.468,0.919,59.432
29,2004,-4.303,52.293,0,0.305,0,0.396,0,1.78,0,0,0,0,0,0.426,0,0,0,0.019,0,0,109.84,0,0,0.289,0,3.3,0,0,0,0,0,0.161,0,0,0,22.22,0,0,0,0,65.38,376.008
29,2004,-4.303,52.293,0,0.305,0,0.396,0,1.78,0,0,0,0,0,0.426,0,0,0,0.019,0,0,109.84,0,0,0.289,0,3.3,0,0,0,0,0,0.161,0,0,0,22.22,0,0,0,0,65.38,204.116
FG48,2010,-6.015,51.398,0,0,0,0,0,0,0,0,0,0,0,0.231,2.68,3.812,3.064,0,0,0,6.385,0,2.64,4.56,8.338,0.438,1.82,0,0,0,0,1.42,0,0,0.176,0,0,0,4.06,0.218,271.3,311.142
21,2003,-10.7,54.14,0,0,1.616,3,0,0,0,1.07,0,0,0.388,0,96.702,0,2.976,6.19,15.84,0,4.98,0,1.887,5.01,1.09,0,8.78,0,0,0,0,0,0,0,0.937,0,0,0,0,95.638,0.354,246.458
FG120,2011,-11.237,53.003,0,0,5.338,0,6.56,0,0,0,0,0,0,178.353,259.655,0,3.208,42.04,0,0,18.84,0.929,5.868,23.14,0,0.649,0,0,0,0,0,0,0,0,0,0,1.363,0,1.916,2.062,12.905,562.826
FG32,2004,-11.507,52.907,0.209,0,8.8,11.16,5.539,0,0,0,0,0,0,0.544,214.043,50.5,3.06,675.667,2.64,0,15.54,0.305,0.625,9.86,0.849,0,52.365,0.47,0,0,0,0,0,0,0,0,0.321,0,0,0,4.08,1056.577
CN203,2016,-5.267,51.41,0,6.75,0,0,0,1.43,0,3.224,0,0,0,0.91,0,0.196,0,22,0.016,0,34.907,0.522,0,0,3.262,9.824,1.165,0,0,6.39,0,6.374,0,0,0.354,0.086,8.13,0,0,0,61.349,166.889
FG197,2017,-7.607,51.248,0,0,0.031,1.709,0,0.531,0,3.134,0,0,0,2.496,32.582,0,29.734,6.503,0.286,0,0,0,0.3,1.149,32.829,1.053,8.449,0,0,0,0,0,0,0,0,0,0,0,0,0.214,50.157,171.157
MB25,2005,-8.048,55.762,0,0.359,0,0,3.042,0.527,0,0,0,0,0,67.338,39.37,0.537,0.691,257.386,0.572,0,12.9,858.39,0.753,1.161,0,3.227,0.061,0,0,0,0,8.73,0,0,0,0,0,0,0,0,6.29,1261.334
FG55,2014,-9.45,50.609,0,0,0.625,8.5,4.01,0,0,0,0,0,0,4.198,123.9,0,0.665,0.726,3.66,0,1.817,0,0.237,0.087,0.061,1.382,1.183,0,2.75,0,0,0,0,0,0,0,0,0,0.281,1.523,11.86,167.465
FG53,2006,-7.907,50.702,0,0,0.005,16.19,0,0.463,0,14.39,0,0,0,0.296,7.07,0,8.59,0.004,0,0,4,0.66,0.045,0,3.338,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.74,1.819,0,58.48
FG132,2016,-9.154,50.518,0,0,107.788,13.42,3.19,0,0,0,0,0,0,0.804,117.62,0,8.74,2.789,0,0,3.861,0,3.78,1.369,1.443,0,10.28,0,0,0,0,0,0,0,0,0,0,0,0.061,0,6.57,281.715
FG12,2006,-8.612,50.563,0,0,7.39,1.62,0,0,0,0,0,0,0,0.229,0.439,0,12.056,0,0,0,0.262,0.475,2.592,0,0.18,0,0.935,0,0,0,0,0,0,0,0,0,0,0,1.015,9.55,0,36.743
FG133,2012,-8.021,50.536,0,0,0.012,29.36,0,0,3.58,36.7,0,0,0,0.648,0.072,0,46.261,0,0.782,0,1.602,0,1.558,2.55,3.651,0,2.118,0,0,0,0,0,0,0,0,0,0,0,0,2.868,0,131.762
FG187,2010,-6.912,51.325,0,3.18,0,0.608,0,0,0,0,0,0,0,0.041,1.76,3.348,11.68,0.011,0.958,0,123.34,0.405,1.775,15.94,18.806,0,2.009,0,0,0,0,0,0,0,0,0.056,0,0,11.93,12.577,3.62,212.044
FG138,2012,-7.396,51.924,0,0,0,0,0,3.372,0,0,0,0,0,13.4,2.498,10.88,14.831,66.234,0.128,0,8.12,1.542,0,3.772,11.61,7.809,1.756,0,0,0,0,3.104,0,0,0,2.576,0,0,0,0,322.759,474.391
FG28,2005,-11.389,51.607,0,0,0.419,0,0,0,0,0,0,0,0.814,1.185,14.17,0,3.83,3.514,0.935,0.282,0.801,0,7.112,0.04,0,0,3.006,0,0,0,0,0,0,0,0,0,0,0,0.462,66.002,0,102.572
FG141,2009,-8.858,51.1,0,0,0.094,0,0,0,0,0,0,0,0.175,0.477,234.34,0,17.045,0.164,0.975,0,1.194,0,2.152,0,3.955,0,44.557,0,0,0,0,0,0,0,0,0.009,0,0,0.262,19.225,7.47,332.094
110,2010,-6.498,51.578,0,0,0.056,0.613,1.908,4.06,0,4.86,0,0,0,4.5,265.6,723.866,1.306,0.028,3.632,0,22.22,9.62,2.997,1.66,22,14.8,0.166,0,0,0,0,5.36,0,0,0.67,0,0,0,0,0.381,30.183,1120.486
MB2,2006,-7.796,56.189,0,0,0.056,0.926,0,0,0,0,0,0,0,3.082,1.309,3.95,2.714,17.01,0.98,0,4.011,9.7,0.052,0,0.118,0,144.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,189.499
78,2007,-10.914,53.31,1.515,0,28.195,0,4.448,0,0,0,0,0,0,91.84,421.21,0.485,5.833,0.006,0.428,0,1.056,1.015,2.857,5.97,1.392,10.409,5.56,0,0,0,0,0,0,0,1.641,0,5.426,0,1.144,47.33,22.526,660.286
8,2005,-8.286,55.639,0,0,0,0,0,0.108,0,0,0,0,0,2.8,79.85,0,1.072,24.86,0,0,14.79,0,0.249,2.86,0,0.989,0.111,0.882,0,0,0,1.92,0,0,0,0,0,0,0,0,0.477,130.968
FG27,2003,-6.206,51.592,0,0,0,3.64,0,0.076,0,3.77,0,0,0,0.379,1.078,0,0.119,0.619,15.4,0,21.67,0.349,0,3.07,3.974,0,8.91,0,0,0,0,0,0,0,0,1.219,0,0,0,0.921,67.716,132.91
FG108,2012,-10.054,55.097,0,0,0.288,0,0,0.154,0,6.58,0,0,0.544,0.221,2.117,0,4.46,47.76,0,0,14.6,0.312,1.424,8.04,0.342,0,4.908,25.76,0,0,0,0,0,0,0,0,0.291,0,0,405.216,0,523.017
FG95,2010,-7.979,55.869,0,0,0.094,0,0,5.76,0,0,0,0,0,5.886,84.972,10.97,50.176,1.939,0,0,31.595,7.59,2.769,0,1146.8,4.324,3.506,0,0,0,0,0,0,0,0,0,0,0,0,9.48,104.713,1470.574
PO12,2006,-11.71,53.734,0,0,0.425,0,0,0,0,0,0,0,0,0,0,0,11.66,3.556,0,0.485,0,0,1.09,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.029,0,243.785
40,2003,-5.907,51.734,0,0,0,0,0,0.07,0,0,0,0,0,0.239,0.346,0,0,0.292,0.201,0,35.76,0,0,8.93,16.641,0.294,30.548,0,0,0,0,23.6,0,0,0.466,0.125,3.88,0,0,0.297,23.102,144.791
FG14,2008,-8.242,50.624,0,0,1.17,11.36,0,0,0,0.695,0,0,0,0.219,0.145,0,20.725,0.248,0,0,0.708,0,0.732,2.98,0.267,0.602,4.347,0,0,0,0,0,0,0,0,0,0,0,3.867,2.783,0.088,50.936
FG68,2008,-10.766,51.853,0,0,75.03,0,0,0.787,0,0,0,0,0,13.37,312.545,0,30.372,0.814,0.215,0,1.64,0.484,4.758,0,0.051,0.711,2.685,0,0,0,0,0,0,0,0,0,0,0,1.69,17.768,2.74,465.66
MB44,2005,-8.781,54.87,0,0,0,1.47,0,0,0,0,0,0,0,0,6.55,3.75,0,0.546,0,0,3.84,0.156,0,0,0,0.216,1.584,0,0,0,0,0,0,0,0,0.006,0,0,0,0,8.6,26.718
